NMDEPT;NMLOKASI;NMGIAT;PAGU_DIPA;REALISASI;BLOKIR;TAHUN
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KALIMANTAN TIMUR;Penyelenggaraan Penataan Agraria di Daerah;12291776000;10259282416;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KALIMANTAN TIMUR;Penyelenggaraan Pengadaan Tanah di Daerah;1094954000;988334521;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KALIMANTAN TIMUR;Penyelenggaraan Pengendalian Pemanfaatan Ruang dan Penguasaan Tanah di daerah;410545000;343711100;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KALIMANTAN TIMUR;Penyelenggaraan Penanganan Masalah Agraria dan Tata Ruang di Daerah;1447773000;1229961655;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI UTARA;Penyelenggaraan Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya di Daerah;68133689000;62509152744;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI UTARA;Pengelolaan Sarana dan Prasarana (Daerah);5067500000;5054552121;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI UTARA;Penyelenggaraan Pengembangan Infrastruktur Keagrariaan di Daerah;17104676000;14684224483;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI UTARA;Penyelenggaraan Penataan Hubungan Hukum Keagrariaan di Daerah;8145856000;6244917552;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI UTARA;Penyelenggaraan Penataan Agraria di Daerah;9164780000;8240244910;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI UTARA;Penyelenggaraan Pengadaan Tanah di Daerah;595530000;387331600;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI UTARA;Penyelenggaraan Pengendalian Pemanfaatan Ruang dan Penguasaan Tanah di daerah;259382000;106745900;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI UTARA;Penyelenggaraan Penanganan Masalah Agraria dan Tata Ruang di Daerah;1258524000;863472621;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI TENGAH;Penyelenggaraan Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya di Daerah;64374936000;58315259998;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI TENGAH;Pengelolaan Sarana dan Prasarana (Daerah);3950793000;2095075000;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI TENGAH;Penyelenggaraan Pengembangan Infrastruktur Keagrariaan di Daerah;35517949000;32456001067;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI TENGAH;Penyelenggaraan Penataan Hubungan Hukum Keagrariaan di Daerah;23946475000;19742757564;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI TENGAH;Penyelenggaraan Penataan Agraria di Daerah;42537485000;38823023980;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI TENGAH;Penyelenggaraan Pengadaan Tanah di Daerah;782163000;687414085;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI TENGAH;Penyelenggaraan Pengendalian Pemanfaatan Ruang dan Penguasaan Tanah di daerah;134200000;79496000;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI TENGAH;Penyelenggaraan Penanganan Masalah Agraria dan Tata Ruang di Daerah;1132183000;815661805;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI SELATAN;Penyelenggaraan Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya di Daerah;1,86085E+11;1,76087E+11;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI SELATAN;Pengelolaan Sarana dan Prasarana (Daerah);2985416000;2960498500;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI SELATAN;Penyelenggaraan Pengembangan Infrastruktur Keagrariaan di Daerah;47721186000;45218652792;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI SELATAN;Penyelenggaraan Penataan Hubungan Hukum Keagrariaan di Daerah;23345286000;19312911628;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI SELATAN;Penyelenggaraan Penataan Agraria di Daerah;14461284000;14102715126;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI SELATAN;Penyelenggaraan Pengadaan Tanah di Daerah;1897926000;1735660431;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI SELATAN;Penyelenggaraan Pengendalian Pemanfaatan Ruang dan Penguasaan Tanah di daerah;497831000;496943200;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI SELATAN;Penyelenggaraan Penanganan Masalah Agraria dan Tata Ruang di Daerah;3244428000;3127385229;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI TENGGARA;Penyelenggaraan Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya di Daerah;85697939000;79433536294;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI TENGGARA;Pengelolaan Sarana dan Prasarana (Daerah);242172000;242172000;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI TENGGARA;Penyelenggaraan Pengembangan Infrastruktur Keagrariaan di Daerah;23373389000;20819676753;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI TENGGARA;Penyelenggaraan Penataan Hubungan Hukum Keagrariaan di Daerah;9057164000;8013801811;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI TENGGARA;Penyelenggaraan Penataan Agraria di Daerah;16960447000;15741459200;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI TENGGARA;Penyelenggaraan Pengadaan Tanah di Daerah;1646328000;1607425900;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI TENGGARA;Penyelenggaraan Pengendalian Pemanfaatan Ruang dan Penguasaan Tanah di daerah;105508000;85762000;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI TENGGARA;Penyelenggaraan Penanganan Masalah Agraria dan Tata Ruang di Daerah;1131707000;1070208520;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;MALUKU;Penyelenggaraan Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya di Daerah;43989332000;38482377537;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;MALUKU;Penyelenggaraan Pengembangan Infrastruktur Keagrariaan di Daerah;10737606000;8562722365;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;MALUKU;Penyelenggaraan Penataan Hubungan Hukum Keagrariaan di Daerah;10371742000;9573858163;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;MALUKU;Penyelenggaraan Penataan Agraria di Daerah;10417065000;8283210765;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;MALUKU;Penyelenggaraan Pengadaan Tanah di Daerah;477782000;361746904;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;MALUKU;Penyelenggaraan Pengendalian Pemanfaatan Ruang dan Penguasaan Tanah di daerah;128081000;32290629;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;MALUKU;Penyelenggaraan Penanganan Masalah Agraria dan Tata Ruang di Daerah;993440000;682737536;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BALI;Penyelenggaraan Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya di Daerah;1,16934E+11;1,07088E+11;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BALI;Pengelolaan Sarana dan Prasarana (Daerah);5098501000;5043960912;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BALI;Penyelenggaraan Pengembangan Infrastruktur Keagrariaan di Daerah;9043394000;7092277729;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BALI;Penyelenggaraan Penataan Hubungan Hukum Keagrariaan di Daerah;8944454000;6337135202;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BALI;Penyelenggaraan Penataan Agraria di Daerah;2796977000;2203383815;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BALI;Penyelenggaraan Pengadaan Tanah di Daerah;865091000;695664600;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BALI;Penyelenggaraan Pengendalian Pemanfaatan Ruang dan Penguasaan Tanah di daerah;771528000;689203910;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BALI;Penyelenggaraan Penanganan Masalah Agraria dan Tata Ruang di Daerah;1477346000;1254894162;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;NUSA TENGGARA BARAT;Penyelenggaraan Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya di Daerah;73977949000;68438942227;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;NUSA TENGGARA BARAT;Pengelolaan Sarana dan Prasarana (Daerah);2055540000;1966289074;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;NUSA TENGGARA BARAT;Penyelenggaraan Pengembangan Infrastruktur Keagrariaan di Daerah;32541147000;31566644475;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;NUSA TENGGARA BARAT;Penyelenggaraan Penataan Hubungan Hukum Keagrariaan di Daerah;22322494000;20919383930;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;NUSA TENGGARA BARAT;Penyelenggaraan Penataan Agraria di Daerah;8106008000;7612601266;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;NUSA TENGGARA BARAT;Penyelenggaraan Pengadaan Tanah di Daerah;972161000;870275496;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;NUSA TENGGARA BARAT;Penyelenggaraan Pengendalian Pemanfaatan Ruang dan Penguasaan Tanah di daerah;696153000;596269125;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;NUSA TENGGARA BARAT;Penyelenggaraan Penanganan Masalah Agraria dan Tata Ruang di Daerah;1620144000;1367361338;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;NUSA TENGGARA TIMUR;Penyelenggaraan Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya di Daerah;97649513000;93718570631;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;NUSA TENGGARA TIMUR;Pengelolaan Sarana dan Prasarana (Daerah);2167500000;2167500000;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;NUSA TENGGARA TIMUR;Penyelenggaraan Pengembangan Infrastruktur Keagrariaan di Daerah;14648034000;12802241150;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;NUSA TENGGARA TIMUR;Penyelenggaraan Penataan Hubungan Hukum Keagrariaan di Daerah;10679843000;8539147804;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;NUSA TENGGARA TIMUR;Penyelenggaraan Penataan Agraria di Daerah;14400470000;13650839658;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;NUSA TENGGARA TIMUR;Penyelenggaraan Pengadaan Tanah di Daerah;1212015000;1023777210;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;NUSA TENGGARA TIMUR;Penyelenggaraan Pengendalian Pemanfaatan Ruang dan Penguasaan Tanah di daerah;300720000;234398050;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;NUSA TENGGARA TIMUR;Penyelenggaraan Penanganan Masalah Agraria dan Tata Ruang di Daerah;2054266000;1522144458;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;PAPUA;Penyelenggaraan Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya di Daerah;72807278000;67943226710;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;PAPUA;Pengelolaan Sarana dan Prasarana (Daerah);182484000;182044000;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;PAPUA;Penyelenggaraan Pengembangan Infrastruktur Keagrariaan di Daerah;10359336000;8014230788;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;PAPUA;Penyelenggaraan Penataan Hubungan Hukum Keagrariaan di Daerah;6764656000;4145113111;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;PAPUA;Penyelenggaraan Penataan Agraria di Daerah;15509586000;7618601584;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;PAPUA;Penyelenggaraan Pengadaan Tanah di Daerah;1380583000;1205256139;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;PAPUA;Penyelenggaraan Pengendalian Pemanfaatan Ruang dan Penguasaan Tanah di daerah;513405000;336870112;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;PAPUA;Penyelenggaraan Penanganan Masalah Agraria dan Tata Ruang di Daerah;1309425000;1040926738;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BENGKULU;Penyelenggaraan Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya di Daerah;59620621000;57023625601;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BENGKULU;Pengelolaan Sarana dan Prasarana (Daerah);3601012000;3598391814;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BENGKULU;Penyelenggaraan Pengembangan Infrastruktur Keagrariaan di Daerah;13413258000;12416099813;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BENGKULU;Penyelenggaraan Penataan Hubungan Hukum Keagrariaan di Daerah;6100107000;4646500660;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BENGKULU;Penyelenggaraan Penataan Agraria di Daerah;7129090000;6755407372;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BENGKULU;Penyelenggaraan Pengadaan Tanah di Daerah;886707000;841930450;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BENGKULU;Penyelenggaraan Pengendalian Pemanfaatan Ruang dan Penguasaan Tanah di daerah;163353000;156970500;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BENGKULU;Penyelenggaraan Penanganan Masalah Agraria dan Tata Ruang di Daerah;666309000;574537113;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;MALUKU UTARA;Penyelenggaraan Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya di Daerah;37801182000;34544650299;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;MALUKU UTARA;Pengelolaan Sarana dan Prasarana (Daerah);6298778000;5784825095;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;MALUKU UTARA;Penyelenggaraan Pengembangan Infrastruktur Keagrariaan di Daerah;9990045000;9618532893;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;MALUKU UTARA;Penyelenggaraan Penataan Hubungan Hukum Keagrariaan di Daerah;4603002000;4132205904;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;MALUKU UTARA;Penyelenggaraan Penataan Agraria di Daerah;11349954000;10409489351;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;MALUKU UTARA;Penyelenggaraan Pengadaan Tanah di Daerah;1667122000;1581115006;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;MALUKU UTARA;Penyelenggaraan Pengendalian Pemanfaatan Ruang dan Penguasaan Tanah di daerah;145777000;117308113;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;MALUKU UTARA;Penyelenggaraan Penanganan Masalah Agraria dan Tata Ruang di Daerah;946907000;890021858;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BANTEN;Penyelenggaraan Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya di Daerah;92766297000;85812290300;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BANTEN;Pengelolaan Sarana dan Prasarana (Daerah);838500000;800224000;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BANTEN;Penyelenggaraan Pengembangan Infrastruktur Keagrariaan di Daerah;48811448000;45213421886;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BANTEN;Penyelenggaraan Penataan Hubungan Hukum Keagrariaan di Daerah;20248224000;17230668161;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BANTEN;Penyelenggaraan Penataan Agraria di Daerah;3520989000;3173508300;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BANTEN;Penyelenggaraan Pengadaan Tanah di Daerah;781352000;737430000;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BANTEN;Penyelenggaraan Pengendalian Pemanfaatan Ruang dan Penguasaan Tanah di daerah;371846000;357345500;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;BANTEN;Penyelenggaraan Penanganan Masalah Agraria dan Tata Ruang di Daerah;1812508000;1497871800;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KEPULAUAN BANGKA BELITUNG;Penyelenggaraan Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya di Daerah;42249640000;40301266238;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KEPULAUAN BANGKA BELITUNG;Pengelolaan Sarana dan Prasarana (Daerah);3694846000;3688620471;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KEPULAUAN BANGKA BELITUNG;Penyelenggaraan Pengembangan Infrastruktur Keagrariaan di Daerah;12646021000;11618300810;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KEPULAUAN BANGKA BELITUNG;Penyelenggaraan Penataan Hubungan Hukum Keagrariaan di Daerah;6507433000;5547486682;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KEPULAUAN BANGKA BELITUNG;Penyelenggaraan Penataan Agraria di Daerah;9223978000;8845359049;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KEPULAUAN BANGKA BELITUNG;Penyelenggaraan Pengadaan Tanah di Daerah;448394000;398818271;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KEPULAUAN BANGKA BELITUNG;Penyelenggaraan Pengendalian Pemanfaatan Ruang dan Penguasaan Tanah di daerah;280376000;270045910;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KEPULAUAN BANGKA BELITUNG;Penyelenggaraan Penanganan Masalah Agraria dan Tata Ruang di Daerah;623301000;568997953;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;GORONTALO;Penyelenggaraan Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya di Daerah;38100811000;35736292474;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;GORONTALO;Penyelenggaraan Pengembangan Infrastruktur Keagrariaan di Daerah;14935949000;13829929265;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;GORONTALO;Penyelenggaraan Penataan Hubungan Hukum Keagrariaan di Daerah;4414999000;3980858798;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;GORONTALO;Penyelenggaraan Penataan Agraria di Daerah;5726736000;5224535671;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;GORONTALO;Penyelenggaraan Pengadaan Tanah di Daerah;1103381000;1045726050;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;GORONTALO;Penyelenggaraan Pengendalian Pemanfaatan Ruang dan Penguasaan Tanah di daerah;131311000;118223263;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;GORONTALO;Penyelenggaraan Penanganan Masalah Agraria dan Tata Ruang di Daerah;619724000;606237602;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KEPULAUAN RIAU;Penyelenggaraan Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya di Daerah;52922492000;50112906615;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KEPULAUAN RIAU;Pengelolaan Sarana dan Prasarana (Daerah);437500000;436590895;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KEPULAUAN RIAU;Penyelenggaraan Pengembangan Infrastruktur Keagrariaan di Daerah;11311188000;10299708376;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KEPULAUAN RIAU;Penyelenggaraan Penataan Hubungan Hukum Keagrariaan di Daerah;7356745000;6061871089;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KEPULAUAN RIAU;Penyelenggaraan Penataan Agraria di Daerah;3369014000;3239125477;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KEPULAUAN RIAU;Penyelenggaraan Pengadaan Tanah di Daerah;493713000;477617007;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KEPULAUAN RIAU;Penyelenggaraan Pengendalian Pemanfaatan Ruang dan Penguasaan Tanah di daerah;584775000;559137760;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KEPULAUAN RIAU;Penyelenggaraan Penanganan Masalah Agraria dan Tata Ruang di Daerah;868820000;800061083;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;PAPUA BARAT;Penyelenggaraan Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya di Daerah;52082860000;44629599074;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;PAPUA BARAT;Pengelolaan Sarana dan Prasarana (Daerah);803160000;802810000;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;PAPUA BARAT;Penyelenggaraan Pengembangan Infrastruktur Keagrariaan di Daerah;10799494000;9564369506;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;PAPUA BARAT;Penyelenggaraan Penataan Hubungan Hukum Keagrariaan di Daerah;4401996000;2840459266;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;PAPUA BARAT;Penyelenggaraan Penataan Agraria di Daerah;11194115000;8365559223;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;PAPUA BARAT;Penyelenggaraan Pengadaan Tanah di Daerah;1159112000;645702734;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;PAPUA BARAT;Penyelenggaraan Pengendalian Pemanfaatan Ruang dan Penguasaan Tanah di daerah;328241000;96375400;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;PAPUA BARAT;Penyelenggaraan Penanganan Masalah Agraria dan Tata Ruang di Daerah;1248643000;643360662;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI BARAT;Penyelenggaraan Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya di Daerah;38514098000;32826766375;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI BARAT;Pengelolaan Sarana dan Prasarana (Daerah);258720000;257553200;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI BARAT;Penyelenggaraan Pengembangan Infrastruktur Keagrariaan di Daerah;5831521000;5546558324;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI BARAT;Penyelenggaraan Penataan Hubungan Hukum Keagrariaan di Daerah;4232701000;3657931159;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI BARAT;Penyelenggaraan Penataan Agraria di Daerah;6499282000;6082582744;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI BARAT;Penyelenggaraan Pengadaan Tanah di Daerah;646627000;571729930;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI BARAT;Penyelenggaraan Pengendalian Pemanfaatan Ruang dan Penguasaan Tanah di daerah;261728000;249861940;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;SULAWESI BARAT;Penyelenggaraan Penanganan Masalah Agraria dan Tata Ruang di Daerah;659953000;577586449;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KALIMANTAN UTARA;Penyelenggaraan Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya di Daerah;12555737000;11792999425;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KALIMANTAN UTARA;Penyelenggaraan Pengembangan Infrastruktur Keagrariaan di Daerah;3128166000;2907541496;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KALIMANTAN UTARA;Penyelenggaraan Penataan Hubungan Hukum Keagrariaan di Daerah;1757805000;1496335444;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KALIMANTAN UTARA;Penyelenggaraan Penataan Agraria di Daerah;1738517000;1478111653;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KALIMANTAN UTARA;Penyelenggaraan Pengadaan Tanah di Daerah;67843000;51056206;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KALIMANTAN UTARA;Penyelenggaraan Pengendalian Pemanfaatan Ruang dan Penguasaan Tanah di daerah;52320000;21268000;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KALIMANTAN UTARA;Penyelenggaraan Penanganan Masalah Agraria dan Tata Ruang di Daerah;318456000;154808104;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KALIMANTAN UTARA;Pembinaan Administrasi dan pengelolaan Keuangan dan Barang Milik Negara Kementerian ATR/BPN;0;0;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KALIMANTAN UTARA;Perencanaan, Pemantauan dan Evaluasi Program dan Anggaran Serta Administrasi Kerjasama Kementerian ATR/BPN;0;0;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KALIMANTAN UTARA;Pengelolaan Administrasi Umum dan Penyelenggaraan Tata Usaha Pimpinan Kementerian ATR/BPN;0;0;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KALIMANTAN UTARA;Pengembangan dan pengelolaan administrasi Hukum dan Bantuan Hukum Kementerian ATR/BPN;0;0;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KALIMANTAN UTARA;Penyelenggaraan Penelitian dan Pengembangan Kementerian ATR/BPN;0;0;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KALIMANTAN UTARA;Penyelenggaraan Dukungan Manajemen dan Pelaksanaan Tugas Teknis Lainnya di Daerah;0;0;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KALIMANTAN UTARA;Survei Dan Pemetaan Tematik;0;0;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KALIMANTAN UTARA;Pembinaan Pengadaan Dan Penetapan Tanah Pemerintah;0;0;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KALIMANTAN UTARA;Penyelenggaraan Pengembangan Infrastruktur Keagrariaan di Daerah;0;0;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KALIMANTAN UTARA;Penyelenggaraan Penataan Hubungan Hukum Keagrariaan di Daerah;0;0;0;2020
KEMENTERIAN AGRARIA DAN TATA RUANG/BPN;KALIMANTAN UTARA;Penyelenggaraan Penataan Agraria di Daerah;0;-4860000;0;2020
